z,a,V
10.3491,0.6281,211.3457
14.3699,0.5127,332.5936
15.7393,0.6234,485.1496
18.2021,0.4950,515.1982
20.4366,0.6477,849.8479
10.6259,0.4921,174.5661
14.2443,0.6448,411.0218
15.3907,0.5214,388.0116
18.1478,0.6299,651.6982
19.9599,0.5015,627.6747
9.8600,0.6204,189.5112
13.9797,0.5009,307.5081
15.0742,0.6434,459.3094
17.5092,0.5171,497.9974
20.7554,0.6334,857.2204
10.0050,0.4923,154.8352
14.2480,0.6303,401.9961
14.5751,0.5027,335.4915
18.1013,0.6274,645.8483
20.1028,0.5020,637.3503
9.3009,0.6551,178.0425
13.7351,0.5099,302.1845
15.1386,0.6295,453.2286
18.1723,0.5301,549.9865
20.4765,0.6374,839.6429
9.9587,0.5311,165.4839
14.0408,0.6485,401.6204
15.1432,0.4817,347.0071
17.7536,0.6161,610.1214
20.6359,0.4881,653.0289
10.4230,0.6237,212.8669
13.3787,0.5099,286.7364
15.7256,0.6380,495.6828
18.1594,0.5201,538.8106
20.2796,0.6271,810.2586
9.8194,0.5195,157.3689
13.8900,0.6367,385.9157
15.3197,0.5070,373.8125
17.2148,0.6377,593.7461
20.1637,0.5201,664.3486
10.1621,0.6314,204.8371
14.2038,0.4991,316.3498
15.6058,0.6309,482.6509
18.2424,0.5238,547.6288
20.9841,0.6428,889.2771
9.8284,0.4962,150.5873
13.5718,0.6395,370.0373
15.7484,0.4978,387.8896
17.2182,0.6520,607.2367
20.0081,0.4861,611.2827
10.5660,0.6172,216.4640
13.3664,0.5170,290.1783
15.5251,0.6291,476.3855
18.1865,0.5123,532.3846
19.8985,0.6291,782.5470
10.4783,0.5097,175.8035
13.2984,0.6121,340.0686
14.9901,0.4997,352.7135
17.7699,0.6358,630.7123
20.2057,0.4918,630.7584
10.2923,0.6326,210.5245
14.0301,0.5049,312.2082
15.5694,0.6281,478.3071
17.3326,0.5085,479.9170
20.1322,0.6350,808.5763
10.6979,0.4991,179.4670
14.1446,0.6344,398.7456
15.3370,0.5193,383.7455
17.7755,0.6450,640.3104
20.8704,0.4949,677.2381
10.9568,0.6502,245.2040
13.4998,0.5138,294.1909
15.3324,0.6540,483.0141
18.2585,0.5051,528.9577
20.4832,0.6411,845.0591
9.1420,0.5323,139.7636
13.6765,0.6326,371.7506
15.0658,0.5119,364.9807
17.6835,0.6534,641.8506
20.8023,0.5170,702.9126
10.9338,0.6370,239.2265
14.1519,0.5304,333.7042
15.5925,0.6432,491.3015
18.2504,0.4845,506.9724
20.1253,0.6332,805.7376
9.8984,0.4997,153.8178
14.0232,0.6235,385.1827
15.4452,0.5006,375.2166
17.3272,0.6307,594.8949
20.6183,0.5215,696.4694
10.0791,0.6181,197.2564
13.7438,0.4978,295.3644
15.6299,0.6106,468.6205
17.8225,0.5253,524.1552
20.1934,0.6165,789.8104
10.0366,0.4992,157.9838
13.8374,0.6552,394.1478
15.6216,0.5103,391.2090
17.1051,0.6541,601.2662
20.1383,0.5078,647.0304
9.4201,0.6314,176.0381
14.3374,0.5025,324.4929
14.7062,0.6155,418.1813
17.4653,0.5070,485.8017
19.9446,0.6526,815.5068
10.5584,0.5187,181.6778
13.9455,0.6428,392.7518
15.1498,0.4925,355.1033
17.5555,0.6487,628.0493
20.6388,0.5227,699.4241
9.6275,0.6483,188.7879
13.7174,0.4976,294.1553
15.4690,0.6447,484.6453
17.1607,0.5283,488.7769
20.3258,0.6551,850.2334
9.9791,0.5112,159.9374
14.6332,0.6324,425.4199
15.6712,0.4942,381.2540
17.7856,0.6363,632.3683
20.4499,0.5064,665.3505
10.0616,0.6402,203.6275
15.1688,0.5040,364.3559
15.1659,0.6367,460.0555
17.0145,0.5180,471.1141
20.0952,0.6434,816.2977
9.9873,0.5270,165.1490
13.3642,0.6446,361.7138
15.3466,0.5159,381.6968
18.3088,0.6360,669.7108
20.1240,0.4998,635.9149
9.6676,0.6377,187.2193
13.6903,0.4882,287.4416
15.3648,0.6263,464.5100
17.7312,0.5185,512.1020
19.5760,0.6283,756.4446
10.3736,0.5178,175.0592
14.1915,0.6431,406.8658
14.5527,0.5124,340.9185
17.8428,0.6315,631.5937
20.6070,0.5160,688.3525
10.3748,0.6366,215.2484
13.8099,0.5054,302.8072
15.5858,0.6486,495.0101
17.2809,0.5225,490.1644
19.5701,0.6642,799.2084
10.5438,0.5194,181.3941
14.0115,0.6379,393.4176
15.4994,0.4801,362.3617
17.4402,0.6225,594.8155
20.9331,0.4979,685.4600
9.9358,0.6270,194.4637
14.2224,0.5164,328.1368
14.8120,0.6384,440.0449
17.4013,0.5132,488.1874
19.9754,0.6365,797.8725
10.0530,0.5065,160.8263
14.1405,0.6395,401.7150
15.6268,0.5050,387.4135
18.1595,0.6127,634.7812
20.5480,0.4974,659.7486
10.3835,0.6489,219.8069
13.8719,0.4896,296.0044
15.0127,0.6530,462.3663
17.7495,0.5044,499.1875
20.5244,0.6279,831.0017
9.9338,0.5105,158.2502
14.6053,0.6308,422.7693
15.8389,0.5211,410.6767
18.0766,0.6220,638.5373
20.5178,0.4850,641.4403
9.8284,0.6432,195.2101
13.0436,0.4971,265.6960
14.9332,0.6507,455.8598
17.2639,0.5121,479.5125
20.6126,0.6319,843.4383
10.7789,0.5133,187.3425
14.0812,0.6356,395.9131
15.0837,0.5125,366.3437
17.3963,0.6389,607.4307
20.1118,0.5108,649.1262
10.4263,0.6233,212.8628
13.9588,0.5137,314.4764
15.9545,0.6326,505.8863
17.4506,0.4964,474.8834
19.2957,0.6478,757.7027
10.2143,0.5298,173.6555
13.5796,0.6494,376.2068
15.4407,0.5132,384.3588
17.8369,0.6315,631.2250
20.8996,0.5107,700.7670
9.4620,0.6358,178.8256
14.1426,0.5128,322.2056
15.5039,0.6322,477.3950
17.2855,0.4976,467.0799
20.7232,0.6380,860.7573
11.0031,0.4986,189.6482
14.0458,0.6298,390.3677
15.6354,0.5196,399.0906
17.8531,0.6290,629.8529
19.7433,0.5114,626.2104
10.3771,0.6324,213.9673
13.7759,0.5005,298.3878
15.1114,0.6351,455.6429
17.9641,0.5064,513.3605
20.6196,0.6272,837.7635
9.5307,0.5014,143.0939
14.5880,0.6507,434.9921
15.5035,0.5155,389.2236
17.6893,0.6423,631.3414
20.6866,0.5038,677.2837
9.7937,0.6322,190.4919
13.9906,0.4899,301.2721
15.5735,0.6399,487.5785
17.6428,0.4959,484.9074
20.2259,0.6473,831.8711
9.8255,0.5099,154.6363
14.0792,0.6329,394.1403
15.1289,0.5078,365.1579
17.7065,0.6379,628.3171
20.9718,0.4990,689.5350
10.3513,0.6300,212.0530
13.7554,0.5186,308.2335
15.4207,0.6110,456.4652
17.0456,0.5174,472.3182
19.6316,0.6466,782.8880
9.9238,0.5130,158.7235
13.5906,0.6432,373.2013
15.0681,0.5130,365.8942
18.1022,0.6461,665.1132
20.4459,0.5077,666.8165
9.4627,0.6235,175.3800
13.8431,0.5044,303.6425
15.9451,0.6470,516.7596
17.4905,0.5139,493.9145
19.2597,0.6285,732.4323
9.3273,0.5232,142.9747
13.4993,0.6363,364.2941
15.5034,0.4916,371.1854
17.5410,0.6398,618.4303
20.4081,0.5211,681.7752
10.0870,0.6519,208.3698
13.7916,0.5068,302.8166
15.7990,0.6263,491.1381
17.2232,0.4929,459.3680
19.8017,0.6383,786.2198
10.0400,0.5143,162.8594
14.3202,0.6436,414.6328
15.6730,0.5037,388.7247
17.0105,0.6313,573.8672
20.5328,0.5020,664.8769
9.8474,0.6366,193.9229
13.8559,0.5030,303.3610
14.4943,0.6424,423.9891
17.6288,0.5068,494.8359
19.9809,0.6270,786.3971
9.8642,0.5108,156.1625
14.5186,0.6425,425.5011
15.6782,0.5159,398.4277
17.9813,0.6517,661.9370
19.8565,0.5189,642.7140
9.6880,0.6320,186.3425
14.0804,0.5110,318.2572
14.4936,0.6413,423.2471
17.7427,0.4949,489.4709
20.0273,0.6459,813.8753
10.2993,0.5011,167.0038
13.5097,0.6525,374.1266
15.1690,0.5263,380.4636
17.0966,0.6310,579.4509
20.3453,0.4944,642.9639
10.0699,0.6283,200.1493
13.3060,0.5038,280.2179
15.1634,0.6424,464.0185
17.8172,0.5107,509.3134
19.9777,0.6416,804.4464
10.4661,0.5248,180.6005
13.7068,0.6343,374.4176
14.5225,0.5069,335.8864
17.6346,0.6295,614.9455
19.9469,0.5013,626.5781
9.8855,0.6393,196.2786
13.3882,0.5149,289.9438
15.5482,0.6310,479.2041
17.2544,0.5065,473.6784
20.2671,0.6314,814.7396
10.0469,0.5080,161.1102
14.1705,0.6276,395.9364
14.8632,0.5049,350.4213
17.9302,0.6469,653.3805
20.6618,0.4780,641.0341
10.0666,0.6305,200.6893
13.8035,0.4911,293.9670
15.4079,0.6408,477.9747
17.7361,0.5197,513.6047
21.0348,0.6481,900.8430
10.2077,0.5121,167.6135
13.1830,0.6448,352.0308
15.5014,0.5095,384.6302
18.0334,0.6491,663.1619
19.9063,0.4799,597.4051
9.9088,0.6151,189.7333
14.2756,0.5016,321.1221
14.8627,0.6401,444.2085
17.5593,0.5194,503.1086
20.4028,0.6500,850.0140
9.7144,0.4878,144.6368
14.0574,0.6487,402.6908
15.2175,0.5284,384.4200
18.4414,0.6355,678.9505
20.4841,0.4928,649.6140
9.9221,0.6683,206.7000
14.3033,0.4986,320.4976
15.0496,0.6412,456.2474
18.1794,0.5041,523.3459
19.7310,0.6365,778.4467
10.5551,0.5285,184.9897
14.1259,0.6270,393.0807
15.4695,0.5201,391.0177
17.6195,0.6535,637.3582
20.6001,0.5164,688.4568
10.1301,0.6429,207.2645
14.0896,0.5217,325.3597
14.9872,0.6309,445.2378
18.0649,0.5055,518.2161
20.2911,0.6295,814.2059
10.4573,0.5196,178.4872
14.2455,0.6445,410.8660
14.8744,0.5176,359.7828
17.2916,0.6182,580.6581
19.9316,0.5009,625.1783
9.8038,0.6266,189.1921
13.5552,0.4905,283.1345
14.9198,0.6322,442.1482
17.7518,0.5049,499.8561
20.0387,0.6431,811.2454
10.5248,0.5183,180.3431
14.0925,0.6246,389.7170
15.6712,0.5106,393.9591
17.9476,0.6308,638.3489
20.5642,0.5121,680.3765
